item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,1338.68,1314.55,1201.62,1065.15
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),11762.0,11601.0,11324.0,11600.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,28.39,27.23,32.04,33.99
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,3.23,3.09,3.4,3.12
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,75.7,68.52,77.74,105.24
Tỷ suất cổ tức,Dividend yield,0.03,0.03,0.02,0.02
Beta,Beta,-1.04,-1.15,-1.11,-0.65
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,185.56,89.21,46.28,248.62
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,34.55,21.5,23.73,30.96
Tỷ lệ lãi EBIT,EBIT margin,40.62,76.44,164.91,41.97
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,40.92,76.72,165.21,44.98
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,32.1,52.98,158.27,34.0
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,1.38,2.41,6.84,1.01
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),1.73,3.45,7.05,1.24
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,1.32,2.2,6.26,0.97
ROE bình quân 4 quý gần nhất,ROE Trailling,11.57,11.43,10.51,9.34
ROA bình quân 4 quý gần nhất,ROA Trailling,10.82,10.68,9.83,8.78
Tăng trưởng  doanh thu thuần,Net revenue,5.28,-0.98,-21.37,17.2
Tăng trưởng  lợi nhuận gộp,Gross profit,66.36,4.1,-3.11,14.29
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,25.46,60.61,20.23,-16.77
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,17.61,68.92,21.08,-18.85
Tăng trưởng tổng tài sản,Total assets,2.33,2.84,2.73,1.08
Tăng trưởng nợ dài hạn,Long-term liabilities,12.07,67.96,66.88,57.3
Tăng trưởng nợ phải trả,Liabilities,-0.35,14.64,14.27,4.95
Tăng trưởng vốn chủ sở hữu,Owner's equity,2.43,2.25,1.27,0.91
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.47,0.33,0.47,0.77
Tỷ số thanh toán nhanh,Quick ratio,22.76,14.9,5.68,18.98
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",21.53,14.0,5.38,17.86
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,22.77,14.91,5.69,18.99
Khả năng thanh toán lãi vay,Interest coverage,0.0,4.41,0.0,0.0
