item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,2519.65,2469.43,1734.88,1762.43
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),20851.21,19454.35,17542.17,16463.11
Chỉ số giá thị trường trên thu nhập (P/E),P/E,12.38,16.93,11.93,9.25
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.5,2.15,1.18,0.99
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,3.74,5.27,3.14,2.27
Tỷ suất cổ tức,Dividend yield,0.02,0.01,0.02,0.02
Beta,Beta,1.59,1.15,0.13,0.17
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,9.66,12.0,8.52,6.64
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,8.06,10.12,6.95,5.42
Tỷ suất lợi nhuận gộp biên,Gross profit margin,46.06,38.14,35.05,35.97
Tỷ lệ lãi EBIT,EBIT margin,46.91,46.5,42.75,38.25
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,56.25,55.14,52.41,46.85
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,36.08,37.57,34.57,30.82
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,12.5,13.35,10.2,11.1
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),16.51,18.41,15.12,15.57
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,8.95,10.37,8.28,9.06
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,5.2,20.36,-8.22,2.84
Tăng trưởng  lợi nhuận gộp,Gross profit,27.02,30.98,-10.56,2.19
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,4.82,31.08,2.7,3.72
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,2.03,42.34,-1.56,4.74
Tăng trưởng tổng tài sản,Total assets,16.76,19.98,7.01,8.4
Tăng trưởng nợ dài hạn,Long-term liabilities,273.19,-5.62,-5.42,-9.63
Tăng trưởng nợ phải trả,Liabilities,45.32,58.77,8.99,11.45
Tăng trưởng vốn chủ sở hữu,Owner's equity,7.18,10.9,6.55,7.73
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.31,0.3,0.24,1.01
Tỷ số thanh toán nhanh,Quick ratio,2.35,1.82,3.63,5.89
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",1.55,1.12,2.64,4.66
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,2.45,1.89,3.76,6.03
Khả năng thanh toán lãi vay,Interest coverage,55.6,169.87,141.19,121.95
