item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,6114.97,3992.45,1427.05,4400.92
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),19902.79,16406.48,15846.03,16376.21
Chỉ số giá thị trường trên thu nhập (P/E),P/E,6.87,4.88,7.22,1.48
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,2.11,1.19,0.65,0.4
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.56,0.26,0.2,0.09
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,0.77,0.61,0.49,0.91
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,7.77,8.29,14.41,5.32
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,6.08,6.03,7.96,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,24.99,24.52,20.47,28.44
Tỷ lệ lãi EBIT,EBIT margin,11.32,9.05,5.58,7.69
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,14.48,12.44,10.11,10.88
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,7.18,5.25,1.33,6.02
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,31.78,27.6,7.59,31.05
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),36.52,27.92,14.06,29.41
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,9.31,7.28,2.29,10.92
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,28.12,85.72,29.4,17.3
Tăng trưởng  lợi nhuận gộp,Gross profit,30.62,122.39,-6.85,46.88
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,70.54,649.33,-70.01,218.32
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,69.38,436.85,-61.3,265.76
Tăng trưởng tổng tài sản,Total assets,17.41,55.55,94.61,68.13
Tăng trưởng nợ dài hạn,Long-term liabilities,-18.2,-5.13,318.72,44.57
Tăng trưởng nợ phải trả,Liabilities,4.03,65.05,104.41,88.91
Tăng trưởng vốn chủ sở hữu,Owner's equity,58.26,32.3,74.17,36.75
Tăng trưởng vốn điều lệ,Charter capital,30.46,27.78,80.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.36,0.08,0.07,0.05
Tỷ số thanh toán nhanh,Quick ratio,0.92,0.59,0.52,0.39
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.67,0.27,0.1,0.16
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.2,1.03,0.97,0.81
Khả năng thanh toán lãi vay,Interest coverage,3.75,3.22,1.38,7.54
