item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,1624.86,1568.88,1567.14,1534.14
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),12822.0,12495.0,11930.0,13205.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,9.11,9.11,10.4,11.34
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.15,1.14,1.37,1.32
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,7.85,6.85,8.14,10.39
Tỷ suất cổ tức,Dividend yield,0.06,0.07,0.06,0.05
Beta,Beta,0.3,0.25,0.28,0.2
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,43.69,26.51,36.55,50.74
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,39.31,45.89,49.42,39.27
Tỷ lệ lãi EBIT,EBIT margin,23.93,35.25,29.17,26.94
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,47.16,55.43,50.39,53.06
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,17.34,27.09,17.11,23.26
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,2.58,4.63,2.73,2.99
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),2.35,3.88,3.01,2.26
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,1.46,2.5,1.5,1.71
ROE bình quân 4 quý gần nhất,ROE Trailling,12.88,12.44,12.43,12.17
ROA bình quân 4 quý gần nhất,ROA Trailling,7.2,6.91,6.84,6.64
Tăng trưởng  doanh thu thuần,Net revenue,4.96,-2.98,-2.67,0.65
Tăng trưởng  lợi nhuận gộp,Gross profit,16.48,-6.02,-3.86,1.89
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,24.88,-2.46,4.39,0.11
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,20.65,0.31,10.66,0.14
Tăng trưởng tổng tài sản,Total assets,-2.36,-3.36,-3.38,-2.41
Tăng trưởng nợ dài hạn,Long-term liabilities,-7.28,-9.49,-11.13,-9.65
Tăng trưởng nợ phải trả,Liabilities,-5.47,-7.27,-6.93,-9.08
Tăng trưởng vốn chủ sở hữu,Owner's equity,0.06,0.0,0.08,3.11
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.72,0.66,0.58,0.74
Tỷ số thanh toán nhanh,Quick ratio,1.74,1.64,1.37,1.86
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",1.05,0.97,0.83,1.08
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,2.0,1.87,1.54,2.08
Khả năng thanh toán lãi vay,Interest coverage,5.66,7.23,3.0,32.57
