title,short_description,publish_time,author,markdown_content,url
El Mencho - trùm ma túy khét tiếng vừa bị tiêu diệt tại Mexico là ai?,"Trùm ma túy Nemesio Oseguera Cervantes, biệt danh “El Mencho”, thủ lĩnh băng đảng CJNG, vừa bị tiêu diệt trong chiến dịch quân sự tại Mexico, gây chấn động an ninh khu vực.",24-02-2026 - 16:03 PM,Theo Mạnh Dương,"[TIN MỚI](javascript:; ""TIN MỚI"")

![El Mencho - trùm ma túy khét tiếng vừa bị tiêu diệt tại Mexico là ai? - Ảnh
1.](https://cafefcdn.com/203337114487263232/2026/2/24/2302-mexico-35979080460737645834034-57435797687259051256455-1771919485732-17719194859731449675329.png)

Trùm ma túy Nemeio ""El Mencho"" Oseguera Cervantes đã bị tiêu diệt vào ngày
22/2/2026 (Ảnh: DEA)

Nemesio Oseguera Cervantes, biệt danh “El Mencho”, là một trong những trùm ma
túy bị truy nã gắt gao nhất thế giới và là thủ lĩnh băng đảng ma túy Jalisco
Thế hệ Mới (CJNG) - một trong những tổ chức tội phạm nguy hiểm nhất Mexico.

Theo nhà chức trách Mexico, Oseguera bị tiêu diệt ngày 22/2 trong một chiến
dịch quân sự tại bang Jalisco. Cái chết của nhân vật này đã làm dấy lên các vụ
bạo lực và bất ổn tại một số khu vực.

![‘El Mencho’ là ai? Trùm băng đảng ma túy Mexico bị tiêu diệt trong chiến
dịch quân sự - Ảnh
1.](https://cafefcdn.com/203337114487263232/2026/2/24/ap26054518353937-83015546685655749853005-1771919486582-17719194868021039486536.jpg)

Lệnh truy nã do Bộ Ngoại giao Mỹ công bố ngày 4/12/2024 đối với Nemesio
Oseguera Cervantes (Ảnh: Bộ Ngoại giao Mỹ/AP)

Sinh tháng 7/1966 tại bang Michoacán, Oseguera từng sống ở Mỹ và bị kết án năm
1994 tại bang California vì âm mưu phân phối heroin, thụ án 3 năm tù. Sau khi
trở về Mexico, ông ta từng làm cảnh sát tại bang Jalisco nhưng sau đó quay lại
hoạt động tội phạm.

Theo Cơ quan Phòng chống Ma túy Mỹ (DEA), Oseguera từng phục vụ trong các băng
nhóm ma túy lớn trước khi vươn lên nắm quyền tại CJNG. Tổ chức này được hình
thành vào thập niên 2010 từ tàn dư của một băng đảng ma túy khác sau khi thủ
lĩnh bị bắt.

Dưới sự cầm đầu của Oseguera, CJNG nhanh chóng mở rộng ảnh hưởng trên khắp
Mexico và vươn ra hơn 40 quốc gia. Nhóm này bị cáo buộc sản xuất và vận chuyển
methamphetamine, cocaine và đặc biệt là fentanyl vào thị trường Mỹ, thu lợi
nhuận hàng tỷ USD.

![‘El Mencho’ là ai? Trùm băng đảng ma túy Mexico bị tiêu diệt trong chiến
dịch quân sự - Ảnh
2.](https://cafefcdn.com/203337114487263232/2026/2/24/ap26054520555628-96463248624561003828798-1771919487263-17719194874651054995203.jpg)

Cảnh sát tuần tra tại Guadalajara, Mexico, ngày 23/2/2026, một ngày sau chiến
dịch tiêu diệt thủ lĩnh CJNG (Ảnh: AP/Marco Ugarte)

CJNG bị Washington coi là “nhà cung cấp chủ chốt” fentanyl bất hợp pháp vào
Mỹ. Tháng 2/2025, Mỹ đã đưa CJNG vào danh sách tổ chức khủng bố nước ngoài.
Giới chức Mỹ từng treo thưởng 15 triệu USD cho thông tin dẫn đến việc bắt giữ
Oseguera.

Theo Bộ Ngoại giao Mỹ, CJNG đứng sau nhiều vụ tấn công nhằm vào quan chức và
lực lượng an ninh Mexico. Năm 2015, băng nhóm này từng bắn rơi trực thăng quân
sự trong một chiến dịch truy quét, khiến nhiều binh sĩ thiệt mạng.

Dù cái chết của “El Mencho” được xem là đòn giáng mạnh vào CJNG, giới phân
tích nhận định cấu trúc phân mảnh với hàng chục nhóm thành viên có thể khiến
tổ chức này tiếp tục duy trì hoạt động buôn bán ma túy quy mô lớn.

[Bạn gái ghé thăm làm trùm ma túy Mexico lộ tung tích, bị tiêu
diệt](https://cafef.vn/ban-gai-ghe-tham-lam-trum-ma-tuy-mexico-lo-tung-tich-
bi-tieu-diet-188260224092848168.chn ""Bạn"")

",https://cafef.vn/el-mencho-trum-ma-tuy-khet-tieng-vua-bi-tieu-diet-tai-mexico-la-ai-188260224145229355.chn
"""Bản đồ"" kiếm tiền năm 2026 của 12 con giáp: Đầu tư vào kênh nào dễ phát tài, tích sản đều, lộc chảy đầy túi","Năm Ngựa 2026 được xem là giai đoạn “được – mất” phân hoá mạnh: ai đi đúng kênh kiếm tiền sẽ tích lũy đều, ai nóng vội dễ hụt nhịp.",24-02-2026 - 16:02 PM,Minh Ánh,"[TIN MỚI](javascript:; ""TIN MỚI"")

Năm Ngựa 2026 mang sắc thái “tăng tốc” nhưng cũng dễ tạo áp lực: ai chọn đúng
cách kiếm tiền sẽ lên thu nhập bền vững, còn chạy theo trào lưu có thể tốn
công mà hiệu quả thấp. Dưới đây là gợi ý định hướng tích lũy cho 12 con giáp,
theo tinh thần thực tế: ưu tiên kênh phù hợp năng lực, chọn rủi ro vừa tầm, và
làm đều tay.

**Tuổi Tý: Lấy nghề chính làm trụ**

![](https://cafefcdn.com/203337114487263232/2026/2/24/tuoi-ty-than-
tai-0539-1771919644254-17719196457411462839004-1771920105064-17719201055291093916571.jpg)

****

Người tuổi Tý thường nhanh nhạy, xoay xở tốt và có khả năng nhìn ra cơ hội
trong tình huống khó. Tuy vậy, khi áp lực tăng họ dễ phân tán, nên hợp nhất
với cách làm có kế hoạch, đi từng bước chắc.

Năm nay người tuổi Tý dễ gặp thử thách, vì vậy chiến lược hợp lý là tập trung
công việc cốt lõi, làm chắc “dòng tiền” trước rồi mới mở rộng. Khi nền thu
nhập ổn, hãy tận dụng thời gian rảnh để phát triển việc phụ theo hướng bền bỉ,
có kế hoạch.

**Tuổi Sửu: Kiếm tiền bằng trí tuệ, tối ưu thay vì “cày lực”**

![](https://cafefcdn.com/203337114487263232/2026/2/24/tuoi-suu-nam-2026-binh-
ngo-17650586117371145076546-1765246750146-17652467506491660749891-1771919646596-17719196468322083508895-1771920106070-1771920106322252430763.jpeg)

****

Tuổi Sửu nổi bật bởi sự bền bỉ, thực tế và chịu khó tích lũy từng chút một. Họ
không hợp ""đánh nhanh thắng nhanh"", nhưng rất mạnh ở việc tối ưu quy trình,
nâng tay nghề và biến kiến thức thành tiền.

Năm 2026 là thời điểm phù hợp để nâng thu nhập bằng tư duy giải pháp, kỹ năng
chuyên môn và sự sáng tạo. Những ai làm nghề sáng tạo/tri thức càng dễ tạo bứt
phá; đổi lại, cần tích lũy kiến thức đều và cân nhắc trước khi hành động để
tránh làm nhiều mà lợi nhuận mỏng.

**Tuổi Dần: Vượng quý nhân, hợp mở rộng cơ hội qua quan hệ**

![](https://cafefcdn.com/203337114487263232/2026/2/24/tu-vi-tuoi-
dan-2025-1737860250666404532980-1771919647565-1771919647741245947509-1771920106795-17719201069821121437764.jpg)

****

Người tuổi Dần quyết đoán, thích chủ động và có tinh thần dẫn dắt. Khi biết
lắng nghe và tận dụng mạng lưới hỗ trợ, họ dễ mở ra cơ hội lớn; ngược lại,
nóng vội một mình ""đánh trận"" thì dễ quá sức.

Năm 2026, tài lộc của người tuổi Dần đến nhiều từ người hỗ trợ: cấp trên, đồng
nghiệp, bạn bè, người đi trước. Chủ động giao tiếp, giữ uy tín và tận dụng
nguồn lực sẵn có sẽ giúp ý tưởng kiếm tiền dễ “ra dự án” hơn, thay vì tự xoay
một mình.

**Tuổi Mão: Thu nhập tăng nhờ làm đúng – làm đủ – làm bền**

![](https://cafefcdn.com/203337114487263232/2026/2/24/-cho-nguoi-tuoi-mao-tai-
loc-bung-no-phu-quy-go-cua-nha-
mao-1618441864-721-width640height480-1771919648565-17719196487781508412318-1771920107643-1771920107845673877996.jpg)

****

Tuổi Mão thường tinh tế, khéo léo, giao tiếp tốt và biết tạo thiện cảm. Điểm
mạnh là làm việc đều đặn, chuẩn chỉnh, hợp môi trường cần sự phối hợp; chỉ cần
tránh cả nể hoặc chần chừ khi cần chốt việc.

Người tuổi Mão hợp hướng kiếm tiền chính đáng, dựa trên nỗ lực và năng lực thể
hiện trong công việc. Điểm mạnh là sự khéo léo, giao tiếp tốt; nếu kiên trì
hoàn thành nhiệm vụ và nâng chất lượng đầu ra, thu nhập có xu hướng tăng dần
theo thời gian.

**Tuổi Thìn: Hợp nghề ngách, lĩnh vực ít người theo đuổi**

![](https://cafefcdn.com/203337114487263232/2026/2/24/tu-vi-12-con-giap-
tu-7-7-den-17-7-phunutoday-01-2103-1771919650427-1771919650633301359856-1771920108323-17719201085571717990063.jpg)

****

Người tuổi Thìn có tham vọng, tầm nhìn và thích thử cái mới, nên hợp các hướng
đi khác biệt. Tuy nhiên, họ cũng dễ hưng phấn theo ""trend"", vì vậy càng cần kỷ
luật thông tin và kiểm tra rủi ro trước khi xuống tiền/công sức.

Năm 2026, người tuổi Thìn có cơ hội ở các ngành “không quá phổ biến”, cạnh
tranh thấp nên biên lợi nhuận có thể tốt hơn. Tuy nhiên, nguyên tắc quan trọng
là nghiên cứu kỹ trước khi vào cuộc và tránh lao theo trào lưu chỉ vì thấy
người khác kiếm được.

**Tuổi Tỵ: Tránh đơn độc, hợp làm chung để mở dòng tiền**

![](https://cafefcdn.com/203337114487263232/2026/2/24/456051903918130-1742199025768-1742199025898141905195-1742266621601-1742266622240488905356-1771919651416-17719196516261304927089-1771920109051-17719201092241746093148.jpeg)

****

Tuổi Tỵ thường sâu sắc, quan sát giỏi và mạnh về chiến lược hơn là phô trương.
Họ hợp làm việc theo nhóm nhỏ, dự án có tính tin cậy; điều cần lưu ý là minh
bạch thỏa thuận để tránh hiểu nhầm.

Năm nay, người tuổi Tỵ nên tận dụng mạng lưới quan hệ để hợp tác cùng bạn
bè/đối tác. Khi bắt tay làm dự án, cần chốt rõ vai trò, quyền lợi, cách chia
lợi nhuận ngay từ đầu để hạn chế mâu thuẫn về sau.

**Tuổi Ngọ: Làm dự án cùng bạn bè, đi nhanh nhờ teamwork**

![](https://cafefcdn.com/203337114487263232/2026/2/24/1954-menh-1762077759088224650830-1762089133720-1762089142839912011164-1771919652420-17719196525461436711646-1771920109735-1771920109897292506365.jpg)

****

Người tuổi Ngọ năng động, thẳng thắn, thích tốc độ và môi trường nhiều tương
tác. Họ làm tốt khi có đồng đội cùng nhịp, vừa tạo động lực vừa giữ kỷ luật;
điểm yếu thường là ""hứng lên làm nhanh"", nên cần người cùng rà soát.

Họ có lợi thế khi bàn bạc ý tưởng, tìm dự án và hỗ trợ nhau triển khai, hiệu
quả thường cao hơn làm đơn tuyến. Muốn hợp tác bền, yếu tố then chốt vẫn là sự
thẳng thắn và tin cậy lẫn nhau.

**Tuổi Mùi: Kiếm tiền qua kết nối, “nuôi” quan hệ để ra cơ hội**

Tuổi Mùi thiên về cảm xúc, trọng nghĩa tình và giỏi duy trì mối quan hệ bền.
Khi kiên trì xây uy tín và giúp người đúng cách, cơ hội thường tự tìm đến; chỉ
cần tránh tin người quá nhanh hoặc ngại nói ""không"".

Tài lộc của người tuổi Mùi gắn với việc duy trì quan hệ chất lượng: càng chăm
xây mạng lưới, càng dễ có nguồn việc và cơ hội hợp tác. Điều quan trọng là
biết nắm thời điểm, nhận cơ hội đúng năng lực và làm đến nơi đến chốn để uy
tín tự sinh lợi.

**Tuổi Thân: Đi đường dài bằng sự nghiệp, tránh tâm lý “ăn nhanh”**

![](https://cafefcdn.com/203337114487263232/2026/2/24/avatar1771782336647-1771782337280300857268-1771919655420-1771919655837886206637-1771920110712-17719201108651793686415.jpg)

****

Người tuổi Thân lanh lợi, học nhanh, thích thử nghiệm và có khả năng xử lý
tình huống tốt. Họ hợp con đường sự nghiệp cần kỹ năng rõ ràng; mặt trái là dễ
chán nếu thiếu mục tiêu dài hạn, nên cần lộ trình thăng tiến cụ thể.

Năm nay tuổi Thân hợp nhất với chiến lược tập trung nghề nghiệp, nâng kỹ năng
và hiệu suất. Thay vì kỳ vọng lướt sóng/đầu cơ để giàu nhanh, hãy làm tốt vai
trò hiện tại; thăng tiến và tăng lương có xu hướng đến tự nhiên khi năng lực
đủ chín.

**Tuổi Dậu: Có quý nhân, càng mở rộng quan hệ càng dễ bật lên**

![](https://cafefcdn.com/203337114487263232/2026/2/24/1732763567-con-
giap2-16784-width576height575-1771919657424-1771919657583979433751-1771920111416-1771920111601724457008.jpg)

****

Tuổi Dậu thường chỉn chu, tự tin, có tiêu chuẩn cao và thích thể hiện năng lực
bằng kết quả. Họ hợp mở rộng quan hệ trong môi trường chuyên nghiệp; lưu ý
đừng quá cầu toàn khiến chậm cơ hội.

Lợi thế của tuổi Dậu là năng lực cá nhân cộng thêm sự nâng đỡ từ người có ảnh
hưởng. Nên chủ động networking, lắng nghe lời khuyên hữu ích và tận dụng nguồn
lực đúng cách; cơ hội tốt thường đến qua giới thiệu và sự công nhận.

**Tuổi Tuất: Tài lộc đến từ người khác mang cơ hội tới**

![](https://cafefcdn.com/203337114487263232/2026/2/24/tuoi-
tuat-17470183112201157073480-1771919658229-17719196584221070388165-1771920112083-17719201122411892725470.jpg)

****

Người tuổi Tuất đề cao sự chính trực, đáng tin và thường được người khác quý
vì ""chơi đẹp"". Khi thời cơ đến qua lời giới thiệu, họ dễ được trao việc lớn;
chỉ cần mạnh dạn hơn và bớt tự nghi ngờ để nắm cơ hội.

Với tuổi Tuất, năm 2026 là điển hình của “gặp đúng người – đúng việc”: cơ hội
bất ngờ có thể xuất hiện mà bạn không cần săn tìm quá gắt. Việc cần làm là giữ
tinh thần sẵn sàng, chuẩn bị năng lực và mạnh dạn thử khi thời cơ đến, tránh
chần chừ.

**Tuổi Hợi: Chiến lược song song – vừa chắc vừa linh hoạt**

![](https://cafefcdn.com/203337114487263232/2026/2/24/tu-vi-tuoi-
hoi-1771919659124-17719196592931744720181-1771920112785-17719201130651925552291.jpg)

****

Tuổi Hợi nhìn chung hòa nhã, rộng rãi, dễ tạo cảm giác an toàn cho người đối
diện. Họ hợp chiến lược cân bằng: vừa có nền ổn định vừa thử kênh phụ; điểm
cần canh là cảm tính hoặc nể nang khiến chi tiêu/đầu tư thiếu nguyên tắc.

Năm Bính Ngọc, tuổi Hợi có cửa tăng cả thu nhập ổn định lẫn khoản bất ngờ,
nhưng không nên tham quá. Phù hợp nhất là làm hai mũi: duy trì kỷ luật ở nguồn
thu chính, đồng thời thử thêm kênh phụ trong phạm vi kiểm soát rủi ro; cuối
năm dễ thấy mức tích lũy cải thiện rõ.

*Thông tin có tính chất tham khảo, chiêm nghiệm

[3 con giáp càng gần đến Rằm tháng Giêng càng giàu: Tiền bạc sinh sôi, tài sản
ròng tăng vọt, sự nghiệp thăng tiến](https://cafef.vn/3-con-giap-cang-gan-den-
ram-thang-gieng-cang-giau-tien-bac-sinh-soi-tai-san-rong-tang-vot-su-nghiep-
thang-tien-188260222190102328.chn ""3"")

",https://cafef.vn/ban-do-kiem-tien-nam-2026-cua-12-con-giap-dau-tu-vao-kenh-nao-de-phat-tai-tich-san-deu-loc-chay-day-tui-18826022415030629.chn
"Loại cá mềm như cháo đang ""cháy hàng"" ngày đầu năm: Giá 1 triệu đồng/kg, có tiền chưa chắc mua được",Cứ sau Tết là loại cá này lại được săn đón.,24-02-2026 - 16:00 PM,Theo Phác Thái Anh,"[TIN MỚI](javascript:; ""TIN MỚI"")

Sau Tết, nhiều gia đình chuộng những món hải sản thanh nhẹ, dễ ăn để đổi vị
sau chuỗi ngày tiệc tùng, và cá khoai trở thành một trong những cái tên được
săn tìm nhiều nhất. Loài cá này thân mềm, da trơn không vảy, thịt trắng trong,
nấu canh chua, lẩu hay hấp đều giữ vị nhẹ nhàng nên rất hợp mâm cơm đầu năm.
Cá khoai lại rộ đúng mùa lạnh nên càng được ưa chuộng. Nhu cầu tăng cao trong
khi lượng cá khan hiếm khiến giá cá khoai hiện tại đã chạm mốc 850.000 - 1
triệu đồng/kg tùy kích cỡ và độ tươi, nhưng nhiều nơi vẫn khó mua. Với vị ngọt
tự nhiên và dễ chế biến, cá khoai được xem là món giải ngấy lý tưởng sau Tết.

![Loại cá mềm như cháo đang ""cháy hàng"" ngày đầu năm: Giá 1 triệu đồng/kg, có
tiền chưa chắc mua được - Ảnh
1.](https://cafefcdn.com/203337114487263232/2026/2/24/z7553991422159cc8d57d6c8f5d95e7c-1771831654247340900339-1771905599449-17719056017151085520820.jpg)

![Loại cá mềm như cháo đang ""cháy hàng"" ngày đầu năm: Giá 1 triệu đồng/kg, có
tiền chưa chắc mua được - Ảnh
2.](https://cafefcdn.com/203337114487263232/2026/2/24/-tai-bien-sam-
son-850k-kg-cao-nhat-lich-su-cho-cac-bac-gia-sao-axuhuong-haisan-sams-online-
video-
cuttercom-1771844192511573502921-1771905603105-1771905603675184719285.gif)![Loại
cá mềm như cháo đang ""cháy hàng"" ngày đầu năm: Giá 1 triệu đồng/kg, có tiền
chưa chắc mua được - Ảnh
3.](https://cafefcdn.com/203337114487263232/2026/2/24/-ngot-moi-moi-nguoi-
nhen-xuhuong-viraltiktok-matbuthichnauan-lauracoffe-nhatkimanh-online-video-
cuttercom-1771844192555947514170-1771905605006-17719056053231825058606.gif)

### Đặc điểm của cá khoai

Cá khoai có thân thon dài như củ khoai lang, da trơn không vảy, xương nhỏ và
ít dăm nên rất dễ ăn. Thịt cá trắng trong, mềm và ngọt thanh, khi nấu chín có
độ dai nhẹ đặc trưng, vì thế được nhiều người ưa chuộng vào mùa biển lạnh. Cá
thường sống ở vùng ven bờ, xuất hiện nhiều từ cuối năm đến đầu xuân, đúng dịp
ngư dân ""xông biển"" nên càng được săn đón.

Loài cá này có miệng rộng, răng nhỏ sắc, lưng ánh xanh nhạt, thân trong veo. Ở
một số nơi cá còn được gọi là cá cháo vì thịt mềm, dễ tan khi nấu. Cá khoai
rất hợp với các món canh chua, lẩu, nấu ngót hay hấp gừng, giữ được vị ngọt tự
nhiên và thanh nhẹ. Ngoài hương vị ngon, thịt cá khoai giàu đạm, ít béo, dễ
tiêu, phù hợp cho cả người già lẫn trẻ nhỏ trong bữa cơm ngày lạnh.

![Loại cá mềm như cháo đang ""cháy hàng"" ngày đầu năm: Giá 1 triệu đồng/kg, có
tiền chưa chắc mua được - Ảnh
4.](https://cafefcdn.com/203337114487263232/2026/2/24/1-234631-1766195283471-176619528-1771831696445192827413-1771905606571-1771905606834911839819.jpg)

### Cá khoai được săn đón dịp đầu năm, giá 1 triệu đồng/kg vẫn khó mua

Sau Tết Nguyên đán, cá khoai trở thành mặt hàng được săn tìm nhiều ở các chợ
ven biển. Với ngư dân miền biển, chuyến ra khơi đầu năm thường mang ý nghĩa
lấy may, và nếu bắt được vài con cá khoai đã xem như mở hàng thuận lợi. Ngư
dân có phần chú trọng đến việc đánh bắt cá khoai trong chuyến ""xông biển"" vì
đây là loại hải sản được người dân săn đón sau những ngày Tết.

Năm nay, do thời tiết biển thất thường, tàu thuyền ra khơi ít nên nguồn hải
sản về bến giảm mạnh. Cá khoai - đặc sản mùa lạnh, vì thế càng khan hiếm. Do
đó, nhiều nơi cá loại đẹp được trả giá tới 1 triệu đồng/kg nhưng vẫn rơi vào
cảnh ""có tiền cũng khó mua"".

![Loại cá mềm như cháo đang ""cháy hàng"" ngày đầu năm: Giá 1 triệu đồng/kg, có
tiền chưa chắc mua được - Ảnh
5.](https://cafefcdn.com/203337114487263232/2026/2/24/xong-bien-dau-
nam-7-17718621509041074715113-1771905607455-1771905607762678974564.jpg)

[7 loại cá tích tụ thủy ngân nhiều bậc nhất](https://cafef.vn/7-loai-ca-tich-
tu-thuy-ngan-nhieu-bac-nhat-188260206135300374.chn ""7"")

",https://cafef.vn/loai-ca-mem-nhu-chao-dang-chay-hang-ngay-dau-nam-gia-1-trieu-dong-kg-co-tien-chua-chac-mua-duoc-188260224110128362.chn
Mạng xã hội tranh luận về dĩa tôm 300.000 đồng ở Phú Quốc dịp Tết,"Dịp Tết vừa qua, đặc khu Phú Quốc đón khoảng 366.000 lượt khách, trong đó có hơn 92.000 lượt khách quốc tế; tổng doanh thu du lịch đạt 2.622 tỉ đồng.",24-02-2026 - 15:59 PM,Theo Tâm Quân,"[TIN MỚI](javascript:; ""TIN MỚI"")

Hai ngày qua, trên các trang Facebook có đông lượng người theo dõi ở Phú Quốc,
tỉnh An Giang đã liên tục chia sẻ hình ảnh một dĩa tôm gồm 6 con và phiếu tạm
tính tiền, với nội dung: ""Sau 4 năm nhà em quay lại Phú Quốc vẫn rất giật mình
với dĩa tôm 300k (300.000 đồng) ăn rất tanh, chất lượng đồ ăn k (không) tương
xứng với giá tiền"".

![Mạng xã hội tranh luận về dĩa tôm 300 . 000 Đồng ở Phú Quốc dịp Tết 2026 -
Ảnh
1.](https://cafefcdn.com/203337114487263232/2026/2/24/base64-17719193896861390447813-1771921126000-17719211267781536496824.jpeg)

Hình ảnh dĩa tôm và phiếu tạm tính chia sẻ trên mạng xã hội ở Phú Quốc

Dòng chia sẻ trên của một khách du lịch đến đặc khu Phú Quốc đã nhận được hàng
trăm bình luận từ phía cộng đồng mạng, như: ""Mình là dân Phú Quốc nên thấy giá
cả này là bình thường mà. Thời điểm Tết, tôm rất khan hiếm. Mình là dân ở đây
ra chợ Dương Đông mua tôm khoảng 40 con/kg đã là 350.000 đồng/kg rồi, nhưng
không có hàng để mua. Tôm trong bill này khoảng chưa tới 20 con/kg có giá
khoảng 500.000-600.000 đồng/kg (mùa Tết), chưa kể chế biến và phí phục vụ. Vì
vậy, dĩa này giá cả hợp lý trong mùa Tết"".

Đồng thuận với ý kiến trên, nhiều tài khoản mạng xã hội cho rằng dịp Tết, vào
quán ăn dĩa tôm như thế mà 300.000 đồng là chấp nhận được. Hơn nữa, đây là tôm
sú biển chứ không phải tôm sú nuôi nên giá sẽ khác nhau.

Tuy nhiên, cũng có tài khoản mạng xã hội cho rằng: ""Giá cũng không phải là
cao, nhưng cách trình bày không được tương xứng với giá tiền""; hay ""Làm ăn
buôn bán kiểu này khách du lịch bỏ chạy hết. 6 con 300.000 đồng thì công nhân
lao động sao mà dám ăn""…

Liên quan vụ việc trên, ngày 24-2, trả lời với phóng viên của một cơ quan báo
chí, bà Nguyễn Thị Kim Loan - Phó Chủ tịch UBND đặc khu Phú Quốc - cho biết
UBND đặc khu Phú Quốc đã có chỉ đạo các đơn vị liên quan kiểm tra để kịp thời
chấn chỉnh, xử lý nếu có trường hợp vi phạm trong việc buôn bán, kinh doanh,
gây ảnh hưởng đến du khách.

Qua xác minh, đại diện chủ quán Cơm Niêu 66 (đặc khu Phú Quốc) nói quán có
niêm yết giá rõ ràng. Tôm sú loại to ngoài thị trường có giá cao dịp Tết nên
việc quán bán dĩa tôm sú 6 con với giá 300.000 đồng là phù hợp.

""Địa phương cũng đã nhắc nhở chủ quán Cơm Niêu 66 bán đồ ăn phải công khai giá
rõ ràng, đồ ăn phải đảm bảo chất lượng, an toàn, tránh gây hiểu lầm cho du
khách"" – bà Loan thông tin.

Dịp Tết vừa qua, tỉnh An Giang đón hơn 1,7 triệu lượt khách (tăng 37% so với
cùng kỳ năm 2025); trong đó gần 100.000 lượt khách quốc tế; công suất phòng
bình quân đạt khoảng 80% trong dịp Tết.

Tại đặc khu Phú Quốc, lượng khách ước đạt 366.000 lượt, trong đó có hơn 92.000
lượt khách quốc tế; tổng doanh thu du lịch đạt 2.622 tỉ đồng.

",https://cafef.vn/mang-xa-hoi-tranh-luan-ve-dia-tom-300000-dong-o-phu-quoc-dip-tet-18826022415195663.chn
