item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,110.71,7.64,19.05,59.94
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),18197.55,18150.22,18177.5,18169.06
Chỉ số giá thị trường trên thu nhập (P/E),P/E,176.13,2959.11,1131.41,214.38
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.07,1.25,1.19,0.71
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,54.7,34.97,7.37,2.76
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,0.42,0.8,1.4,1.23
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,25.29,24.96,19.35,22.72
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,24.56,23.86,18.72,21.6
Tỷ suất lợi nhuận gộp biên,Gross profit margin,17.48,34.75,35.69,48.62
Tỷ lệ lãi EBIT,EBIT margin,710.46,412.72,102.08,41.63
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,731.67,431.7,105.54,43.8
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,29.73,0.68,0.37,1.54
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,0.61,0.04,0.1,0.33
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),4.63,5.43,6.53,5.8
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,0.14,0.01,0.03,0.11
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,-44.83,-77.91,-37.17,-17.49
Tăng trưởng  lợi nhuận gộp,Gross profit,-72.24,-78.49,-53.88,-11.15
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,68.73,-58.56,52.09,-94.38
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,1349.62,-59.9,-68.22,-98.09
Tăng trưởng tổng tài sản,Total assets,0.48,12.21,8.19,46.04
Tăng trưởng nợ dài hạn,Long-term liabilities,17.34,18.24,6.03,642.0
Tăng trưởng nợ phải trả,Liabilities,0.55,16.63,11.43,79.58
Tăng trưởng vốn chủ sở hữu,Owner's equity,0.26,-0.15,0.05,-0.57
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.0,0.01,0.01,0.01
Tỷ số thanh toán nhanh,Quick ratio,0.58,0.57,0.49,0.77
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.0,0.02,0.01,0.01
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.6,1.32,1.19,1.49
Khả năng thanh toán lãi vay,Interest coverage,1.11,1.06,1.14,1.14
