item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,2832.85,25.47,7035.16,12282.33
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),56981.0,49365.0,51524.0,52101.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,77.66,7537.29,31.27,17.33
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,3.86,3.89,4.27,4.09
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,7.27,7.33,6.44,7.18
Tỷ suất cổ tức,Dividend yield,0.02,0.03,0.02,0.02
Beta,Beta,0.4,0.45,1.15,2.0
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,43.55,-88.1,-866.23,97.52
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,31.1,142.24,88.38,73.9
Tỷ suất lợi nhuận gộp biên,Gross profit margin,40.47,29.06,36.6,39.44
Tỷ lệ lãi EBIT,EBIT margin,20.42,-10.09,-0.87,8.69
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,23.68,-4.21,2.34,11.47
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,12.83,-8.26,-1.71,5.84
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,7.24,-4.29,-1.13,3.22
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),8.58,-3.87,-0.45,3.94
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,3.15,-1.81,-0.49,1.51
ROE bình quân 4 quý gần nhất,ROE Trailling,5.5,0.05,13.19,23.24
ROA bình quân 4 quý gần nhất,ROA Trailling,2.35,0.02,6.15,11.45
Tăng trưởng  doanh thu thuần,Net revenue,-10.75,-21.01,9.48,15.61
Tăng trưởng  lợi nhuận gộp,Gross profit,-14.34,-43.7,-2.14,17.24
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,348.84,0.0,0.0,-50.85
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,269.18,0.0,0.0,-52.1
Tăng trưởng tổng tài sản,Total assets,6.09,17.33,31.29,36.94
Tăng trưởng nợ dài hạn,Long-term liabilities,77.16,148.5,402.9,1002.91
Tăng trưởng nợ phải trả,Liabilities,8.94,47.77,63.29,59.58
Tăng trưởng vốn chủ sở hữu,Owner's equity,2.87,-9.17,4.09,16.19
Tăng trưởng vốn điều lệ,Charter capital,-0.01,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.02,0.05,0.08,0.06
Tỷ số thanh toán nhanh,Quick ratio,1.06,0.96,1.11,1.08
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.58,0.47,0.57,0.49
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.25,1.14,1.34,1.28
Khả năng thanh toán lãi vay,Interest coverage,10.58,-4.92,-0.71,8.47
