item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,398.91,188.86,418.68,-198.61
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),11682.47,11947.24,11795.33,10711.32
Chỉ số giá thị trường trên thu nhập (P/E),P/E,12.03,24.73,13.04,-23.16
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.41,0.39,0.46,0.43
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,1.28,0.88,0.99,1.16
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,1.04,1.28,0.48,0.39
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,8.06,17.36,12.5,14.7
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,15.92,11.6,13.54
Tỷ suất lợi nhuận gộp biên,Gross profit margin,30.31,32.1,17.14,20.91
Tỷ lệ lãi EBIT,EBIT margin,31.3,13.04,20.5,26.82
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,32.83,14.22,22.09,29.1
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,10.93,3.8,8.03,-4.82
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,3.38,1.59,3.72,-1.78
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),7.95,5.08,6.86,5.55
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,1.5,0.72,1.43,-0.63
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,-29.27,-3.84,38.82,-14.58
Tăng trưởng  lợi nhuận gộp,Gross profit,-33.21,80.02,13.79,-26.81
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,70.99,-43.16,1395.61,-103.12
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,111.21,-54.89,110.81,-124.17
Tăng trưởng tổng tài sản,Total assets,10.05,-7.18,-12.36,-1.16
Tăng trưởng nợ dài hạn,Long-term liabilities,533.56,-69.87,-62.36,-14.1
Tăng trưởng nợ phải trả,Liabilities,21.01,-13.62,-21.64,-0.7
Tăng trưởng vốn chủ sở hữu,Owner's equity,-2.22,1.29,10.12,-7.62
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.09,0.0,0.01,0.04
Tỷ số thanh toán nhanh,Quick ratio,1.04,0.94,0.89,0.66
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.1,0.0,0.01,0.04
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.76,1.64,1.66,1.65
Khả năng thanh toán lãi vay,Interest coverage,2.06,2.04,2.22,0.96
