item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,4340.39,5044.51,5289.88,7179.39
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),32079.34,31935.14,31161.37,30429.61
Chỉ số giá thị trường trên thu nhập (P/E),P/E,9.86,12.59,10.4,7.83
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.33,1.99,1.77,1.85
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,1.66,2.35,2.02,1.59
Tỷ suất cổ tức,Dividend yield,0.09,0.06,0.07,0.11
Beta,Beta,1.09,1.2,0.81,0.56
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,6.93,9.66,8.05,6.53
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,25.31,27.26,28.04,30.79
Tỷ lệ lãi EBIT,EBIT margin,21.28,22.86,24.26,25.22
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,24.68,25.91,27.38,27.51
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,16.82,18.67,19.44,20.29
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,13.56,15.99,17.18,23.58
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),16.95,19.43,21.14,28.6
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,11.37,12.48,12.96,17.04
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,-4.47,-0.73,-23.08,-19.94
Tăng trưởng  lợi nhuận gộp,Gross profit,-11.31,-3.51,-29.95,-29.22
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-12.69,-4.61,-27.43,-34.34
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,-13.96,-4.64,-26.32,-35.18
Tăng trưởng tổng tài sản,Total assets,-11.08,-0.02,-1.85,-4.4
Tăng trưởng nợ dài hạn,Long-term liabilities,206.63,-26.38,-55.2,-36.36
Tăng trưởng nợ phải trả,Liabilities,-54.49,-8.44,-13.87,-14.74
Tăng trưởng vốn chủ sở hữu,Owner's equity,0.45,2.48,2.4,-0.11
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,2.08,1.19,0.97,0.68
Tỷ số thanh toán nhanh,Quick ratio,6.14,2.76,1.99,1.82
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",3.2,1.7,1.01,0.68
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,9.18,4.13,3.83,3.4
Khả năng thanh toán lãi vay,Interest coverage,18.95,28.56,18.65,28.32
