time,open,high,low,close,volume,symbol,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d
2025-02-26,1515.16,1521.61,1514.39,1514.47,108986100,VNSML,1514.47,1514.47,1514.47,,0.0,0.0,0.0,,,,
2025-02-27,1517.52,1525.02,1509.54,1525.02,125481900,VNSML,1519.745,1519.745,1519.745,,0.8415954415952456,0.16831908831904913,0.6732763532761965,,,0.6966133366788307,
2025-02-28,1527.98,1532.62,1519.62,1522.58,114490400,VNSML,1520.6899999999998,1520.6899999999998,1520.6899999999998,,1.2967303836817337,0.39400134739158604,0.9027290362901477,,,-0.159997901666864,
2025-03-03,1522.8,1523.1,1514.52,1517.87,134734400,VNSML,1519.985,1519.985,1519.985,,1.2628135390634725,0.5677637857259634,0.6950497533375091,,,-0.3093433514166799,
2025-03-04,1514.26,1519.86,1501.55,1514.12,138057400,VNSML,1518.812,1518.812,1518.812,,0.922704176025718,0.6387518637859144,0.28395231223980355,,,-0.24705673081357737,
2025-03-05,1515.14,1516.41,1497.0,1497.0,109752500,VNSML,1515.1766666666665,1515.1766666666665,1515.1766666666665,,-0.7199764266506463,0.3670062056986023,-1.0869826323492486,,,-1.1306897735978594,
2025-03-06,1499.95,1507.69,1498.62,1507.69,117915700,VNSML,1514.107142857143,1514.107142857143,1514.107142857143,,-1.146008506506405,0.06440326325760085,-1.2104117697640058,,,0.7140948563794325,
2025-03-07,1510.74,1517.39,1508.5,1508.5,115991700,VNSML,1513.40625,1513.40625,1513.40625,,-1.4021190134417338,-0.2289011920822661,-1.1732178213594677,,,0.05372457202739156,
2025-03-10,1512.54,1513.82,1503.32,1507.05,121371700,VNSML,1512.6999999999998,1512.6999999999998,1512.6999999999998,,-1.7024663449331001,-0.523614222652433,-1.1788521222806672,,,-0.0961219754723297,
2025-03-11,1495.86,1510.97,1493.94,1510.97,121046800,VNSML,1512.527,1512.527,1512.527,,-1.6056733272134807,-0.7400260435646425,-0.8656472836488381,,,0.2601108125145135,
2025-03-12,1515.13,1516.2,1506.68,1511.32,131492200,VNSML,1512.4172727272728,1512.4172727272728,1512.4172727272728,,-1.483619842365215,-0.8887448033247571,-0.5948750390404578,,,0.02316392780796761,
2025-03-13,1511.82,1514.36,1487.36,1488.63,146050900,VNSML,1510.4350000000002,1510.4350000000002,1510.4350000000002,,-3.181115034095228,-1.3472188494788515,-1.8338961846163766,,,-1.5013365799433465,
2025-03-14,1486.81,1490.6,1479.27,1481.44,112376600,VNSML,1508.2046153846154,1508.2046153846154,1508.2046153846154,,-5.048370639763107,-2.0874492075357027,-2.960921432227404,,,-0.48299443112123086,
2025-03-17,1484.89,1487.69,1478.78,1484.56,100518400,VNSML,1506.5157142857145,1506.5157142857145,1506.5157142857145,29.47324235995633,-6.204900010132178,-2.910939368054998,-3.29396064207718,,,0.21060589696511034,
2025-03-18,1486.97,1490.72,1480.59,1482.33,84499200,VNSML,1504.9033333333332,1504.9033333333332,1504.9033333333332,28.329550703901006,-7.218193391360273,-3.7723901727160536,-3.44580321864422,,,-0.15021285768174186,
2025-03-19,1482.37,1484.14,1472.96,1478.01,89153200,VNSML,1503.2225,1503.2225,1503.2225,26.207886705296474,-8.274440987577464,-4.672800335688335,-3.601640651889128,,,-0.2914330817024524,
2025-03-20,1480.66,1482.35,1461.82,1470.37,119929700,VNSML,1501.29,1501.29,1501.29,22.936325440156153,-9.617148466236813,-5.661669961798031,-3.9554785044387817,,,-0.5169112522919406,
2025-03-21,1467.26,1471.67,1466.75,1469.97,98574400,VNSML,1499.5500000000002,1499.5500000000002,1499.5500000000002,22.77601855377904,-10.591438958448862,-6.647623761128198,-3.9438151973206637,,,-0.027204037079098242,
2025-03-24,1468.43,1468.66,1457.27,1462.32,81565900,VNSML,1497.5905263157895,1497.5905263157895,1497.5905263157895,19.909961195832523,-11.844328216353233,-7.686964652173206,-4.157363564180027,,,-0.5204187840568197,
2025-03-25,1462.96,1473.97,1462.05,1469.5,128293900,VNSML,1496.1860000000001,1496.1860000000001,1496.1860000000001,28.94720370511969,-12.118194977203302,-8.573210717179226,-3.5449842600240764,1536.3155068759295,1456.0564931240708,0.4910006017834645,
2025-03-26,1471.28,1476.53,1462.37,1466.71,83574000,VNSML,1493.798,1494.782380952381,1494.782380952381,27.64196257834405,-12.41722796673298,-9.342014167089978,-3.0752137996430022,1535.015705240141,1452.580294759859,-0.18986049676760208,0.5374188173208758
2025-03-27,1466.66,1467.94,1462.3,1465.03,78781800,VNSML,1490.7984999999999,1493.43,1493.43,26.856679550451602,-12.644023295090847,-10.002415992690151,-2.641607302400695,1531.172060538133,1450.4249394618666,-0.11454207034792274,0.4986840263739326
2025-03-28,1467.83,1471.06,1459.79,1463.4,100806800,VNSML,1487.8395,1492.124347826087,1492.124347826087,26.08245176097529,-12.807648999131061,-10.563462593978334,-2.2441864051527265,1527.0638648635304,1448.6151351364697,-0.11126052026237954,0.49900501630589444
2025-03-31,1459.92,1463.69,1446.69,1451.56,103034300,VNSML,1484.524,1490.4341666666667,1490.4341666666667,21.282941983809806,-13.734391086352161,-11.1976482924531,-2.5367427938990623,1524.2669548341255,1444.7810451658743,-0.809074757414252,0.5171179074057464
2025-04-01,1453.27,1457.31,1447.2,1454.07,71937900,VNSML,1481.5214999999998,1488.9796,1488.9796,24.45654088800758,-14.103725871652387,-11.778863808292957,-2.3248620633594292,1520.9218992899882,1442.1211007100114,0.17291741299017005,0.5245133178859638
2025-04-02,1456.19,1460.48,1454.95,1455.69,85606300,VNSML,1479.456,1487.6992307692308,1487.6992307692308,26.515763718280112,-14.103133741939928,-12.243717795022352,-1.8594159469175757,1519.7606714805847,1439.151328519415,0.11141141760713236,0.4802885848246793
2025-04-03,1406.78,1406.78,1359.5,1362.5,159989500,VNSML,1472.1965,1483.0622222222223,1483.0622222222223,9.86202770458388,-21.375910463767013,-14.070156328771287,-7.305754134995727,1536.3406738831973,1408.0523261168028,-6.401775103215657,1.457281045925895
2025-04-04,1328.41,1328.41,1278.91,1316.68,192283100,VNSML,1462.6055000000001,1477.1200000000001,1477.1200000000001,7.400779308985719,-30.485511479856314,-17.353227358988292,-13.132284120868022,1555.0249653625235,1370.1860346374767,-3.3629357798165116,1.5843530297898114
2025-04-08,1261.8,1265.09,1232.04,1233.52,103465700,VNSML,1448.929,1468.7199999999998,1468.7199999999998,4.974342477508131,-43.909096190697255,-22.664401125330087,-21.244695065367168,1584.5254354290057,1313.3325645709945,-6.315885408755362,2.0178630276198124
2025-04-09,1208.44,1208.44,1162.54,1183.48,159531400,VNSML,1432.5545,1459.212,1459.212,4.102682760209177,-57.9175560502938,-29.71503211032283,-28.202523939970966,1609.4201755221163,1255.6888244778836,-4.056683312795895,2.107526520920469
2025-04-10,1258.04,1263.02,1258.04,1262.12,47188500,VNSML,1420.0945,1452.854193548387,1452.854193548387,26.03748997585018,-61.95953963202601,-36.16393361466347,-25.795606017362537,1608.3417349108445,1231.8472650891554,6.644810220705022,2.735157307891904
2025-04-11,1285.64,1301.69,1254.56,1301.69,187222800,VNSML,1410.7475,1448.1303125,1448.1303125,34.19392834211111,-61.26366306920045,-41.183879505570864,-20.079783563629583,1603.1839745900093,1218.3110254099906,3.135201090229156,2.8711465642805725
2025-04-14,1313.95,1316.5,1301.37,1316.5,96113900,VNSML,1402.5004999999999,1444.141515151515,1444.141515151515,36.99446531586549,-58.83887473001573,-44.714878550459844,-14.123996179555888,1596.3131800995436,1208.6878199004561,1.1377516920311193,2.8982369633218785
2025-04-15,1310.37,1319.23,1289.69,1306.59,112927900,VNSML,1393.6019999999999,1440.0958823529413,1440.0958823529413,35.89369479675432,-57.05912460979971,-47.18372776232782,-9.87539684747189,1587.8927926523365,1199.3112073476632,-0.7527535131029328,2.892962213576053
2025-04-16,1304.67,1316.39,1294.27,1300.2,95814700,VNSML,1384.4955,1436.098857142857,1436.098857142857,35.16707345323566,-55.52423064541608,-48.85182833894548,-6.672402306470602,1578.348423790447,1190.642576209553,-0.48905930705116507,2.8912033555552252
2025-04-17,1288.72,1306.2,1288.23,1306.2,70800600,VNSML,1375.905,1432.4905555555554,1432.4905555555554,36.46760322913338,-53.210291150295916,-49.72352090121557,-3.486770249080344,1567.523772347046,1184.286227652954,0.46146746654360804,2.900501925087186
2025-04-18,1315.07,1330.5,1312.96,1320.95,99747500,VNSML,1368.434,1429.475945945946,1429.475945945946,39.671458947382675,-49.614352330469046,-49.70168718706627,0.08733485659722362,1556.1568809091787,1180.7111190908213,1.129229826979028,2.925506031935405
2025-04-21,1321.33,1322.63,1306.34,1313.37,77566400,VNSML,1360.6039999999998,1426.4205263157894,1426.4205263157894,38.59434112902361,-46.836287986382786,-49.12860734692958,2.2923193605467915,1543.4963968262257,1177.711603173774,-0.5738294409326716,2.9234742666626508
2025-04-22,1304.26,1308.72,1243.37,1288.59,147103100,VNSML,1351.9175,1422.8864102564103,1422.8864102564103,35.227068206018416,-46.10274711296597,-48.52343530013686,2.4206881871708887,1530.9302915306012,1172.9047084693989,-1.8867493547134462,2.9393880701603368
2025-04-23,1295.63,1312.3,1295.63,1312.3,82778000,VNSML,1344.0575,1420.12175,1420.12175,40.569951714738266,-43.11125215957145,-47.44099867202378,4.329746512452331,1514.9528590420312,1173.1621409579686,1.839995654164639,2.9806636056131532
2025-04-24,1315.93,1330.76,1315.39,1326.89,82704000,VNSML,1337.0665,1417.847804878049,1417.847804878049,43.65018134703052,-39.112317342415736,-45.77526240610218,6.662945063686443,1497.983882172538,1176.1491178274619,1.1117884630039043,3.0024191862914673
2025-04-25,1326.84,1336.78,1325.63,1333.49,79789900,VNSML,1330.4895000000001,1415.8392857142858,1415.8392857142858,45.03793811871598,-35.00702861282139,-43.62161564744602,8.614587034624634,1479.713043997445,1181.2659560025552,0.4974037033966594,3.009197918069698
2025-04-28,1334.38,1338.4,1329.82,1334.87,69920000,VNSML,1324.0629999999999,1413.9562790697676,1413.9562790697676,45.341049299859925,-31.28160834191067,-41.153614186338956,9.872005844428287,1459.6315133603534,1188.4944866396463,0.1034878401787731,3.0107624350598186
2025-04-29,1336.58,1347.52,1336.29,1346.07,82808900,VNSML,1318.7885,1412.4134090909092,1412.4134090909092,47.8545498281845,-27.11289891778506,-38.34547113262818,11.232572214843117,1441.0236656310149,1196.5533343689854,0.8390330144508518,3.0219473511381394
2025-05-05,1346.07,1357.85,493.17,1363.34,66078437,VNSML,1314.252,1411.3228888888889,1411.3228888888889,51.55397967396481,-22.160173312925508,-35.10841156868764,12.948238255762135,1421.115390334032,1207.3886096659678,1.2829941979243253,3.041852669326187
2025-05-06,1370.5,1370.64,1361.39,1364.32,95729175,VNSML,1309.6834999999999,1410.3010869565217,1410.3010869565217,51.76310955958582,-17.949118513529584,-31.676552957656032,13.727434444126448,1397.1371242275059,1222.2298757724939,0.0718822890841686,3.0415996719525236
2025-05-07,1364.32,1373.7,1361.28,1373.7,77879125,VNSML,1310.2435,1409.5223404255319,1409.5223404255319,53.818015873671996,-13.697048587922154,-28.08065208370926,14.383603495787106,1399.2507799565444,1221.2362200434557,0.6875219889761919,2.682412555021994
2025-05-08,1373.7,1706.93,1371.88,1384.25,112274336,VNSML,1313.6219999999998,1408.9958333333334,1408.9958333333334,56.084064208540006,-9.367967608167874,-24.338115188600984,14.97014758043311,1408.5880922534682,1218.6559077465315,0.7679988352624179,2.559986527670107
2025-05-09,1384.25,1392.6,1382.65,1385.7,97906362,VNSML,1321.231,1408.5204081632653,1408.5204081632653,56.40071181268799,-5.753810514535417,-20.62125425378787,14.867443739252455,1413.5224420164363,1228.9395579835636,0.10474986454758195,2.038549646389362
2025-05-12,1385.7,1716.59,1383.52,1391.78,87213670,VNSML,1331.646,1408.1856,1408.1856,57.775509347717346,-2.3716212187889596,-16.97132764678809,14.59970642799913,1403.1582406599746,1260.1337593400253,0.4387674099732841,1.7208255088253337
2025-05-13,1391.78,1402.75,1077.36,1400.82,97819653,VNSML,1338.581,1405.9126,1408.0411764705884,59.80497267818395,1.0264088131355038,-13.371780354803372,14.398189167938876,1408.5897149161456,1268.5722850838542,0.6495279426346201,1.0427188131093483
2025-05-14,1400.82,1407.7,1089.45,1402.36,103787097,VNSML,1343.6145000000001,1403.4594,1407.9319230769229,60.156301202287565,3.7998350909890632,-9.937457265644886,13.737292356633949,1416.8565475941868,1270.3724524058134,0.10993560914320799,0.8453143456852817
2025-05-15,1402.36,1407.81,1391.67,1402.65,93768455,VNSML,1347.922,1401.0608,1407.8322641509435,60.226801922979035,5.952578356076856,-6.759450141300539,12.712028497377394,1424.5067192673762,1271.3372807326239,0.020679426110281618,0.8291216008421206
2025-05-16,1402.65,1409.78,1400.67,1402.89,100233123,VNSML,1352.737,1398.7612,1407.7407407407406,60.289425519422764,7.590510220677743,-3.889458068904883,11.479968289582626,1430.4805102994706,1274.9934897005296,0.017110469468506473,0.7937795678620941
2025-05-19,1402.89,1402.89,1394.53,1395.99,97555851,VNSML,1357.5265,1396.3986000000002,1407.527090909091,57.4869656001398,8.236861280172207,-1.464194199089465,9.701055479261672,1433.4227630728335,1281.6302369271664,-0.49184184077155635,0.7939362960834442
2025-05-20,1395.99,1408.76,1395.99,1406.09,98475249,VNSML,1362.521,1394.5804,1407.5014285714285,60.389426396001106,9.45509232359177,0.7196631054467824,8.735429218144988,1437.334812937956,1287.7071870620439,0.7235008846768087,0.7978675532523916
2025-05-21,1406.09,1413.16,1393.85,1409.69,98316380,VNSML,1366.958,1392.6204,1407.5398245614035,61.40097420135004,10.588975992098767,2.6935256827771794,7.895450309321587,1441.9166321281682,1291.999367871832,0.2560291304255058,0.7779009051756401
2025-05-22,1409.69,1414.55,1401.46,1406.03,105319313,VNSML,1371.591,1390.5710000000001,1407.5137931034483,59.7308931168711,11.0647084846089,4.367762243143524,6.696946241465376,1444.0150977343267,1299.1669022656731,-0.259631550198991,0.7617235051952024
2025-05-23,1406.03,1415.23,1405.21,1413.3,81174002,VNSML,1377.8265,1388.6960000000001,1407.6118644067797,61.945064793585864,11.891282847862158,5.872466364087251,6.0188164837749065,1441.0517159139702,1314.6012840860296,0.5170586687339496,0.5519352312132887
2025-05-26,1413.3,1440.76,1394.55,1440.76,144171791,VNSML,1384.2495000000001,1387.2918,1408.1643333333334,68.90075124996903,14.593911960406558,7.616755483351112,6.977156477055446,1445.5161085666812,1322.982891433319,1.942970353074358,0.5657502828245651
2025-05-27,1440.76,1460.05,1440.76,1460.05,141544112,VNSML,1390.9075,1386.2664000000002,1409.014918032787,72.6786288212099,18.08384745359217,9.710173877399324,8.373673576192846,1454.8130414366826,1327.0019585633174,1.3388767039618,0.5813810800882726
2025-05-28,1460.05,1468.7,1447.94,1451.99,121272972,VNSML,1396.8325,1385.5335999999998,1409.7080645161288,68.91177377826743,19.96908070376776,11.761955242673011,8.207125461094748,1460.2953802819727,1333.3696197180273,-0.5520358891818788,0.6254976552250934
2025-05-29,1451.99,1459.28,1442.99,1452.8,104509838,VNSML,1402.729,1384.9607999999998,1410.3920634920635,69.08518352972153,21.28316281483103,13.666196757104615,7.616966057726415,1463.8215733792993,1341.6364266207008,0.05578550816465189,0.6268913204228033
2025-05-30,1452.8,1454.68,1434.54,1440.88,109627560,VNSML,1407.4695,1384.0872,1410.8684375,63.474060708540904,21.11928796948382,15.156814999580458,5.962472969903363,1464.6382192624171,1350.3007807375827,-0.8204845814977824,0.6771628487111637
2025-06-02,1440.88,1453.74,1439.14,1453.74,143910918,VNSML,1411.9895000000001,1383.5153999999998,1411.5279999999998,66.62364451106365,21.776089296126656,16.480669858889698,5.2954194372369585,1468.7608513648327,1355.2181486351676,0.8925101326966889,0.653864779289477
2025-06-03,1453.74,1464.08,1453.74,1462.81,133434609,VNSML,1416.914,1383.2114000000001,1412.305,68.67523465313005,22.76604943185953,17.737745773483663,5.028303658375865,1473.3605524190789,1360.467447580921,0.6239079890489219,0.6543333450291309
2025-06-04,1462.81,1475.48,1462.81,1473.15,165278130,VNSML,1421.8865,1383.267,1413.2131343283581,70.87330145607507,24.10706037088812,19.011608692964558,5.095451677923563,1479.8066553047481,1363.966344695252,0.706858717126635,0.6548705940733263
2025-06-05,1473.15,1479.42,1462.21,1469.91,133760877,VNSML,1426.1695,1383.2658000000001,1414.046911764706,69.2339158724785,24.62452409382081,20.13419177313581,4.490332320684999,1485.03223862935,1367.3067613706498,-0.2199368699725035,0.6590956700880707
2025-06-06,1469.91,1472.36,1451.09,1453.93,124873471,VNSML,1429.581,1383.098,1414.6249275362318,61.658478691551004,23.4745651976134,20.80226645803133,2.6722987395820716,1486.4427951102296,1372.7192048897703,-1.0871413896088922,0.728199648504025
2025-06-09,1453.93,1454.47,1435.81,1437.71,106026037,VNSML,1431.8775,1382.4622,1414.9547142857143,55.071659707294685,21.012180704030925,20.844249307231248,0.16793139679967695,1485.9528656823886,1377.8021343176115,-1.1155970369962853,0.7868076320636367
2025-06-10,1437.71,1446.47,1434.33,1438.39,114014206,VNSML,1433.756,1381.8958000000002,1415.2847887323944,55.28731317076511,18.897752047189215,20.454949855222843,-1.557197808033628,1485.863093526595,1381.648906473405,0.04729743828728594,0.7787877888041884
2025-06-11,1438.39,1442.54,1434.88,1441.21,87585262,VNSML,1435.6985,1381.4193999999998,1415.644861111111,56.2256962923645,17.25074666593514,19.814109217365303,-2.5633625514301634,1485.7329004923754,1385.6640995076245,0.19605253095473785,0.7788782746235083
2025-06-12,1441.21,1451.91,1441.21,1448.51,118240227,VNSML,1437.9914999999999,1381.1216,1416.0950684931506,58.645239410377755,16.346104311209956,19.120508236134235,-2.774403924924279,1485.8027958575562,1390.1802041424435,0.5065188279293142,0.7825418371257986
2025-06-13,1448.51,1448.51,1418.85,1433.42,170147197,VNSML,1439.518,1380.7588,1416.3291891891893,52.21983222774075,14.247297858804586,18.145866160668305,-3.898568301863719,1484.4748197976196,1394.5611802023805,-1.0417601535370746,0.8275217087438433
2025-06-16,1433.42,1449.19,1426.78,1449.17,119990349,VNSML,1442.1770000000001,1380.6607999999999,1416.7670666666666,57.45888487186887,13.696981716791015,17.256089271892847,-3.559107555101832,1482.3276846503843,1402.026315349616,1.098770771999824,0.8428332784555229
