item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,1175.88,784.3,865.55,1105.49
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),12985.45,11842.75,12007.44,12348.4
Chỉ số giá thị trường trên thu nhập (P/E),P/E,9.4,11.6,18.49,7.67
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.85,0.77,1.33,0.69
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,1.23,1.11,0.45,0.35
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,9.47,6.42,5.13,8.79
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,1.25,1.03,0.72,0.98
Tỷ suất sinh lợi của Tài sản Có sinh lãi (YOEA),Yield on earning assets (YOEA),8.83,8.5,9.53,8.04
Tỷ lệ chi phí hình thành Tài sản Có sinh lãi (COF),Cost of funding earning assets (COF),7.02,7.89,10.81,6.78
Tỷ lệ thu nhập lãi thuần (NIM),Net interest margin (NIM),3.04,2.87,1.69,2.77
Tỷ lệ chi phí hoạt động/Tổng thu nhập HĐKD trước dự phòng (CIR),Cost Income Ratio (CIR),12.67,10.19,27.16,28.6
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,56.9,71.94,-10.11,10.62
Tăng trưởng lợi nhuận sau thuế của CĐ ngân hàng mẹ,Profit after tax for shareholders of the parent company,59.47,70.78,-10.23,10.65
Tăng trưởng tổng tài sản,Total assets,39.36,21.08,16.64,30.29
Tăng trưởng vốn chủ sở hữu,Owner's equity,9.65,6.52,95.06,8.81
Tăng trưởng vốn điều lệ,Charter capital,0.0,8.0,100.6,15.21
Tăng trưởng dư nợ cho vay,Deposits from customers,31.93,39.49,37.78,44.53
Tăng trưởng huy động vốn khách hàng,Deposits from customers,42.52,240.18,-27.43,-8.85
Tăng trưởng thu nhập lãi thuần,Net interest income,30.98,103.71,-22.87,16.93
Tăng trưởng dự phòng rủi ro tín dụng,Provisions for loan losses,73.22,7.76,16.32,79.38
Tăng trưởng thu phí dịch vụ thuần,Net fee and commission income,18.37,1149.12,-79.97,-58.42
Tăng trưởng tổng thu nhập HĐKD trước dự phòng,Operating profit before provision for credit losses,43.29,69.34,-2.47,-11.16
Tăng trưởng tổng chi phí HĐKD,Operating expenses,83.34,-48.48,-9.24,31.62
Dư nợ cho vay khách hàng/Tổng vốn huy động (LDR),Outstanding loans/Customer deposits,98.94,115.56,107.08,82.68
Dư nợ cho vay/Tổng tài sản Có,Outstanding loans/Total assets,74.34,78.53,68.17,57.71
Vốn chủ sở hữu/Tổng vốn huy động ,Equity/Deposits from customers,0.0,0.0,0.0,0.0
Vốn chủ sở hữu/Tổng tài sản Có,Equity/Total assets,11.89,15.11,17.18,10.27
Dự phòng rủi ro tín dụng/Tổng dư nợ,Loan loss provision ratio,-0.01,-0.01,-0.01,-0.02
Tài sản Có sinh lãi/Tổng tài sản Có,Earning assets/Total assets,84.72,91.07,94.22,88.81
