item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,5136.77,5424.36,5283.77,5433.75
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),23642.0,22245.0,21414.0,22249.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,6.63,6.38,6.45,7.55
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.44,1.56,1.59,1.84
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,1.96,2.26,2.02,3.54
Tỷ suất cổ tức,Dividend yield,0.07,0.07,0.07,0.06
Beta,Beta,0.35,0.45,0.51,0.47
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,15.29,22.48,15.9,36.87
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,30.16
Tỷ suất lợi nhuận gộp biên,Gross profit margin,14.26,13.37,14.96,13.8
Tỷ lệ lãi EBIT,EBIT margin,11.02,8.89,12.04,9.38
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,12.45,10.48,13.4,11.46
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,9.02,7.39,9.95,7.59
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,6.44,5.16,7.6,3.98
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),7.65,5.88,8.8,4.67
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,3.73,2.93,4.65,2.45
ROE bình quân 4 quý gần nhất,ROE Trailling,23.77,25.73,25.65,27.02
ROA bình quân 4 quý gần nhất,ROA Trailling,13.64,14.66,14.82,15.59
Tăng trưởng  doanh thu thuần,Net revenue,12.73,14.21,13.4,11.2
Tăng trưởng  lợi nhuận gộp,Gross profit,-6.88,25.88,-10.43,31.44
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-9.96,19.02,-8.09,36.7
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,-16.29,14.25,-8.29,32.35
Tăng trưởng tổng tài sản,Total assets,7.05,15.83,9.34,9.24
Tăng trưởng nợ dài hạn,Long-term liabilities,67.97,-6.59,-26.84,-28.42
Tăng trưởng nợ phải trả,Liabilities,2.6,24.61,8.2,8.82
Tăng trưởng vốn chủ sở hữu,Owner's equity,10.23,9.68,10.18,9.46
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.37,0.25,0.14,0.18
Tỷ số thanh toán nhanh,Quick ratio,1.79,1.59,1.53,1.76
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.97,0.64,0.56,0.55
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.83,1.61,1.56,1.8
Khả năng thanh toán lãi vay,Interest coverage,1662.94,847.93,876.41,88.62
