symbol,index,last_price,last_updated,price_change_1d,price_change_pct_1d,accumulated_value,avg_volume_20d,volume_spike_20d_pct,total_volume_avg_20d,deal_volume_spike_20d_pct,deal_volume_spike_5d_20d_pct,deal_volume_sum_5d,deal_value_avg_5d,deal_volume_avg_5d
PTC,VNINDEX,7.1,2026-02-23 13:45,0.2999999999999998,4.4117647058823595,4970000.0,21785.0,3.2132201055772325,21785.0,0.0,0.0,0.0,0.0,0.0
DPR,VNINDEX,41.2,2026-02-23 13:45,1.7000000000000028,4.303797468354431,29821080000.0,853220.0,85.07770563277936,853220.0,0.0,0.0,0.0,0.0,0.0
VOS,VNINDEX,14.7,2026-02-23 13:45,0.5999999999999996,4.255319148936176,24907150000.0,2654990.0,64.1847991894508,2654990.0,0.0,0.0,0.0,0.0,0.0
GEX,VNINDEX,39.2,2026-02-23 13:45,1.6000000000000014,4.255319148936176,458127810000.0,9115885.0,131.5527784740593,9787267.6,0.0,1.0830397648471368,530000.0,3510000000.0,106000.0
BID,VNINDEX,48.8,2026-02-23 13:45,1.8999999999999986,4.051172707889128,227102630000.0,11159390.0,42.112516902805616,11365977.4,0.0,0.7631565412051584,433701.0,4344433420.0,86740.2
CMX,VNINDEX,6.76,2026-02-23 13:45,0.2599999999999998,4.0000000000000036,1023733999.9999999,142000.0,105.91549295774647,142000.0,0.0,0.0,0.0,0.0,0.0
CMG,VNINDEX,35.45,2026-02-23 13:45,1.3500000000000014,3.958944281524923,15600945000.0,542785.0,81.72665051539744,542785.0,0.0,0.0,0.0,0.0,0.0
HT1,VNINDEX,16.0,2026-02-23 13:45,0.5999999999999996,3.8961038961038863,9207515000.0,709610.0,81.83368329082172,766660.0,0.0,1.3043591683405944,50000.0,148500000.0,10000.0
HHV,VNINDEX,12.6,2026-02-23 13:45,0.4499999999999993,3.703703703703698,47340340000.0,3869470.0,97.74982103492209,3869470.0,0.0,0.0,0.0,0.0,0.0
BTP,VNINDEX,8.6,2026-02-23 13:45,0.29999999999999893,3.6144578313252795,886064000.0,107575.0,95.56123634673483,142575.0,0.0,0.0,0.0,0.0,0.0
HID,VNINDEX,5.18,2026-02-23 13:45,0.17999999999999972,3.600000000000003,1502932000.0,815780.0,35.91654612763245,815780.0,0.0,0.0,0.0,0.0,0.0
TV2,VNINDEX,39.05,2026-02-23 13:45,1.3499999999999943,3.5809018567639184,27866920000.0,598800.0,119.27187708750834,598800.0,0.0,0.0,0.0,0.0,0.0
CNG,VNINDEX,26.4,2026-02-23 13:45,0.8999999999999986,3.52941176470587,549460000.0,35715.0,58.79882402351952,35715.0,0.0,0.0,0.0,0.0,0.0
