item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,556.52,635.82,609.39,615.83
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),12680.0,12187.0,13068.0,12722.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,33.78,36.88,29.62,31.42
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.48,1.92,1.38,1.52
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,51.09,45.36,821.79,38.58
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,1.63,1.67,1.7,1.9
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,46.15,150.43,135.53,169.45
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,45.88,148.08,132.96,165.19
Tỷ suất lợi nhuận gộp biên,Gross profit margin,80.45,49.39,24.86,39.96
Tỷ lệ lãi EBIT,EBIT margin,142.06,37.81,817.98,29.92
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,142.88,38.41,833.77,30.7
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,86.9,16.95,325.67,11.56
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,2.58,0.72,0.57,0.46
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),3.04,1.15,1.03,0.85
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,1.22,0.35,0.27,0.21
ROE bình quân 4 quý gần nhất,ROE Trailling,4.37,4.95,4.74,4.7
ROA bình quân 4 quý gần nhất,ROA Trailling,2.08,2.38,2.28,2.25
Tăng trưởng  doanh thu thuần,Net revenue,-80.45,19175.54,141.38,170.01
Tăng trưởng  lợi nhuận gộp,Gross profit,-58.39,18516.72,192.59,8.52
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-17.68,48.94,15.83,-15.84
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,-15.01,67.45,30.45,-3.76
Tăng trưởng tổng tài sản,Total assets,13.08,6.98,7.5,7.77
Tăng trưởng nợ dài hạn,Long-term liabilities,6.89,54.26,68.75,67.99
Tăng trưởng nợ phải trả,Liabilities,16.98,6.02,7.26,1.6
Tăng trưởng vốn chủ sở hữu,Owner's equity,8.75,7.99,7.74,15.34
Tăng trưởng vốn điều lệ,Charter capital,14.28,12.22,3.9,18.18
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.04,0.02,0.0,0.01
Tỷ số thanh toán nhanh,Quick ratio,0.73,0.83,0.97,0.82
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.04,0.02,0.02,0.02
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,2.36,2.8,2.83,2.55
Khả năng thanh toán lãi vay,Interest coverage,3.57,2.58,2.63,1.96
