item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,8454.32,8405.62,8266.98,7084.51
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),36641.0,37223.44,34400.32,34570.84
Chỉ số giá thị trường trên thu nhập (P/E),P/E,7.97,9.76,8.7,6.48
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.84,2.2,2.09,1.33
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,4.59,4.72,5.24,3.14
Tỷ suất cổ tức,Dividend yield,0.12,0.05,0.1,0.13
Beta,Beta,0.31,0.3,0.53,0.54
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,6.59,8.07,7.18,5.21
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,56.85,47.08,41.44,53.08
Tỷ lệ lãi EBIT,EBIT margin,69.03,58.05,72.55,58.99
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,77.62,63.95,82.26,67.39
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,57.59,48.42,60.21,48.45
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,22.89,23.47,23.97,20.57
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),27.44,28.14,28.89,25.04
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,21.12,20.53,21.11,18.91
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,-15.43,26.43,-6.11,-3.89
Tăng trưởng  lợi nhuận gộp,Gross profit,2.13,43.64,-26.71,-2.77
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,0.58,1.15,15.48,1.7
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,0.58,1.68,16.69,2.26
Tăng trưởng tổng tài sản,Total assets,-4.65,0.21,9.21,-0.11
Tăng trưởng nợ dài hạn,Long-term liabilities,0.0,0.0,0.0,0.0
Tăng trưởng nợ phải trả,Liabilities,-35.22,-42.17,125.91,-9.06
Tăng trưởng vốn chủ sở hữu,Owner's equity,-1.57,8.21,-0.49,0.72
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.25,0.18,0.06,0.33
Tỷ số thanh toán nhanh,Quick ratio,12.71,8.51,4.77,10.51
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",11.78,7.82,4.46,9.48
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,12.83,8.6,4.8,10.59
Khả năng thanh toán lãi vay,Interest coverage,0.0,0.0,0.0,0.0
