item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,5231.28,6586.6,6117.18,3604.93
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),28974.9,27204.05,24039.22,20913.54
Chỉ số giá thị trường trên thu nhập (P/E),P/E,8.98,7.59,7.49,9.93
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.62,1.84,1.91,1.71
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,1.63,1.79,1.63,1.55
Tỷ suất cổ tức,Dividend yield,0.09,0.08,0.08,0.08
Beta,Beta,0.69,0.81,0.72,0.74
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,8.4,7.51,7.15,9.11
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,33.45,34.01,33.44,29.79
Tỷ lệ lãi EBIT,EBIT margin,22.02,26.74,25.78,19.24
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,26.37,31.07,30.22,25.17
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,18.19,23.2,21.79,15.59
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,18.62,25.58,27.22,17.68
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),22.18,28.9,31.72,21.64
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,13.65,18.38,19.57,12.78
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,3.22,2.22,21.4,12.54
Tăng trưởng  lợi nhuận gộp,Gross profit,1.51,3.97,36.27,8.7
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-16.04,8.11,62.55,4.6
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,-19.08,8.85,69.69,2.65
Tăng trưởng tổng tài sản,Total assets,4.01,14.57,17.4,3.96
Tăng trưởng nợ dài hạn,Long-term liabilities,-11.24,-5.55,270.03,-27.5
Tăng trưởng nợ phải trả,Liabilities,-2.55,9.64,23.94,0.75
Tăng trưởng vốn chủ sở hữu,Owner's equity,6.51,16.56,14.95,5.21
Tăng trưởng vốn điều lệ,Charter capital,0.0,3.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.08,0.15,0.09,0.07
Tỷ số thanh toán nhanh,Quick ratio,2.68,2.4,2.17,1.87
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",2.37,2.16,1.97,1.64
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,3.07,2.76,2.47,2.21
Khả năng thanh toán lãi vay,Interest coverage,21.78,29.26,18.96,19.1
