symbol,close_price,percent_change,total_trades,total_value
HNF,34.5,15.0,100.0,3450000.0
TMG,70.9,14.910858995137763,200.0,14180000.0
BDG,37.3,14.76923076923077,100.0,3730000.0
TBD,128.6,13.805309734513274,500.0,58860000.0
HTM,11.8,13.461538461538462,100.0,1180000.0
VEC,37.1,12.76595744680851,5600.0,207730000.0
PRT,11.8,12.380952380952381,2900.0,31700000.0
PEG,3.7,12.121212121212121,100.0,370000.0
VSN,17.6,11.39240506329114,500.0,8800000.0
PMC,150.3,9.948792977322604,1000.0,147380000.0
NFC,67.1,9.819967266775777,100.0,6710000.0
PVC,14.7,9.701492537313433,3109700.0,44613000000.0
OIL,17.2,9.554140127388536,7309300.0,124125660000.0
VIF,17.4,9.433962264150944,38600.0,667170000.0
GTD,93.0,9.411764705882353,100.0,9300000.0
APS,7.0,9.375,1251900.0,8670640000.0
HJS,28.9,9.056603773584905,100.0,2890000.0
VGI,112.4,8.180943214629451,682300.0,76069110000.0
PVS,47.6,7.44920993227991,6929200.0,324907770000.0
PLC,32.0,7.38255033557047,596100.0,18960610000.0
LLM,22.3,7.211538461538461,26800.0,584270000.0
IDJ,4.5,7.142857142857142,965300.0,4231680000.0
GAS,108.7,6.988188976377953,830100.0,89453890000.0
FMC,41.35,6.985769728331177,121900.0,5040565000.0
BSR,26.2,6.938775510204081,13514200.0,350805280000.0
PLX,55.6,6.923076923076923,2644600.0,146218750000.0
GVR,38.9,6.868131868131869,2575500.0,99082495000.0
FDC,17.2,6.832298136645963,100.0,1720000.0
PVD,36.45,6.734992679355783,7749300.0,279212345000.0
CSC,17.6,6.666666666666667,18000.0,308550000.0
