item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,1821.39,2208.78,1693.95,1812.17
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),38497.0,37310.0,36925.0,37705.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,16.72,18.2,23.08,18.9
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.79,1.08,1.06,0.91
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,6.88,8.25,19.49,10.21
Tỷ suất cổ tức,Dividend yield,0.02,0.01,0.01,0.01
Beta,Beta,1.15,1.25,1.42,1.3
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,22.16,51.31,124.68,85.46
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,21.18,48.72,110.17,81.4
Tỷ suất lợi nhuận gộp biên,Gross profit margin,46.08,44.08,42.95,31.97
Tỷ lệ lãi EBIT,EBIT margin,33.36,24.57,23.82,18.69
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,33.74,25.02,24.48,19.63
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,29.63,12.47,12.63,8.51
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,2.38,1.02,0.69,0.75
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),2.74,2.17,0.89,1.2
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,1.27,0.52,0.35,0.37
ROE bình quân 4 quý gần nhất,ROE Trailling,6.69,8.73,6.81,7.37
ROA bình quân 4 quý gần nhất,ROA Trailling,2.51,2.94,2.23,2.35
Tăng trưởng  doanh thu thuần,Net revenue,-73.24,406.57,206.22,530.93
Tăng trưởng  lợi nhuận gộp,Gross profit,-71.18,544.99,158.07,377.03
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-67.55,0.0,-15.93,0.0
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,-30.0,0.0,-31.36,0.0
Tăng trưởng tổng tài sản,Total assets,-12.35,-4.84,-5.1,-0.2
Tăng trưởng nợ dài hạn,Long-term liabilities,-5.5,36.88,43.83,6.13
Tăng trưởng nợ phải trả,Liabilities,-25.42,-15.47,-14.79,-7.75
Tăng trưởng vốn chủ sở hữu,Owner's equity,1.77,8.48,6.86,8.5
Tăng trưởng vốn điều lệ,Charter capital,25.97,0.08,0.08,0.08
Tỷ số thanh toán bằng tiền mặt,Cash ratio,1.06,0.48,0.49,0.51
Tỷ số thanh toán nhanh,Quick ratio,1.64,1.02,1.02,0.98
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",1.27,0.55,0.58,0.58
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,2.98,3.56,3.52,3.01
Khả năng thanh toán lãi vay,Interest coverage,377.81,3.51,5.27,2.44
